comments_sampled_per_video,repetition,seed,eligible_videos,topic_number,topic_label,metric,spearman_rho
20,6,22260834,433,9,Performance checking and troubleshooting,views_per_day,-0.03644538100322948
20,6,22260834,433,9,Performance checking and troubleshooting,api_comments_per_day,-0.046699487612472786
20,6,22260834,433,10,"Implementation follow-up, outcomes and retrospective questions",duration_minutes,0.07714285335025974
20,6,22260834,433,10,"Implementation follow-up, outcomes and retrospective questions",view_count,0.08198200435405233
20,6,22260834,433,10,"Implementation follow-up, outcomes and retrospective questions",like_count,0.0611192360417234
20,6,22260834,433,10,"Implementation follow-up, outcomes and retrospective questions",api_comment_count,0.04153945629215146
20,6,22260834,433,10,"Implementation follow-up, outcomes and retrospective questions",likes_per_1000_views,-0.044731489044027614
20,6,22260834,433,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_1000_views,-0.11047373082685605
20,6,22260834,433,10,"Implementation follow-up, outcomes and retrospective questions",views_per_day,0.07450387217391612
20,6,22260834,433,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_day,0.04016530499060485
20,6,22260834,433,11,"Product sourcing, access and location questions",duration_minutes,-0.10871825543249852
20,6,22260834,433,11,"Product sourcing, access and location questions",view_count,0.11731463053820201
20,6,22260834,433,11,"Product sourcing, access and location questions",like_count,0.13714087092363236
20,6,22260834,433,11,"Product sourcing, access and location questions",api_comment_count,0.06648113417668168
20,6,22260834,433,11,"Product sourcing, access and location questions",likes_per_1000_views,0.03261246414457645
20,6,22260834,433,11,"Product sourcing, access and location questions",api_comments_per_1000_views,-0.10109158764451917
20,6,22260834,433,11,"Product sourcing, access and location questions",views_per_day,0.12454088516630422
20,6,22260834,433,11,"Product sourcing, access and location questions",api_comments_per_day,0.08431201952583162
20,6,22260834,433,12,Roof and attic ventilation and airflow,duration_minutes,-0.12203669958814985
20,6,22260834,433,12,Roof and attic ventilation and airflow,view_count,0.066349632057745
20,6,22260834,433,12,Roof and attic ventilation and airflow,like_count,0.05544636910206867
20,6,22260834,433,12,Roof and attic ventilation and airflow,api_comment_count,-0.005362061269761686
20,6,22260834,433,12,Roof and attic ventilation and airflow,likes_per_1000_views,-0.05172190668125762
20,6,22260834,433,12,Roof and attic ventilation and airflow,api_comments_per_1000_views,-0.08441238622643672
20,6,22260834,433,12,Roof and attic ventilation and airflow,views_per_day,0.10804172298435874
20,6,22260834,433,12,Roof and attic ventilation and airflow,api_comments_per_day,0.0532128282538027
20,6,22260834,433,13,"Wall, cavity and floor insulation",duration_minutes,-0.087230964496044
20,6,22260834,433,13,"Wall, cavity and floor insulation",view_count,0.01916190996500912
20,6,22260834,433,13,"Wall, cavity and floor insulation",like_count,0.01633044531222696
20,6,22260834,433,13,"Wall, cavity and floor insulation",api_comment_count,-0.03304973535576296
20,6,22260834,433,13,"Wall, cavity and floor insulation",likes_per_1000_views,-0.07287356843441467
20,6,22260834,433,13,"Wall, cavity and floor insulation",api_comments_per_1000_views,-0.07692582856480643
20,6,22260834,433,13,"Wall, cavity and floor insulation",views_per_day,0.031826738989817284
20,6,22260834,433,13,"Wall, cavity and floor insulation",api_comments_per_day,-0.008856659204942002
20,6,22260834,433,14,Thermostat wiring and smart heating controls,duration_minutes,0.07945849074317494
20,6,22260834,433,14,Thermostat wiring and smart heating controls,view_count,-0.02278811894769579
20,6,22260834,433,14,Thermostat wiring and smart heating controls,like_count,-0.07600079288288632
20,6,22260834,433,14,Thermostat wiring and smart heating controls,api_comment_count,-0.09091299126674163
20,6,22260834,433,14,Thermostat wiring and smart heating controls,likes_per_1000_views,-0.04583441454227131
20,6,22260834,433,14,Thermostat wiring and smart heating controls,api_comments_per_1000_views,-0.04276478775473039
20,6,22260834,433,14,Thermostat wiring and smart heating controls,views_per_day,-0.10674878111367718
20,6,22260834,433,14,Thermostat wiring and smart heating controls,api_comments_per_day,-0.1669568284240861
20,6,22260834,433,15,Vapour barriers and moisture control,duration_minutes,-0.0849857622132577
20,6,22260834,433,15,Vapour barriers and moisture control,view_count,0.05658346429783515
20,6,22260834,433,15,Vapour barriers and moisture control,like_count,0.029793120248294613
20,6,22260834,433,15,Vapour barriers and moisture control,api_comment_count,-0.06977457059627988
20,6,22260834,433,15,Vapour barriers and moisture control,likes_per_1000_views,-0.10675295939604489
20,6,22260834,433,15,Vapour barriers and moisture control,api_comments_per_1000_views,-0.1726684179842937
20,6,22260834,433,15,Vapour barriers and moisture control,views_per_day,0.050977858425895375
20,6,22260834,433,15,Vapour barriers and moisture control,api_comments_per_day,-0.051155236983665794
20,6,22260834,433,16,"Prospective choices, recommendations and alternatives",duration_minutes,0.2261666951709093
20,6,22260834,433,16,"Prospective choices, recommendations and alternatives",view_count,-0.21688578831169908
20,6,22260834,433,16,"Prospective choices, recommendations and alternatives",like_count,-0.12163627134572849
20,6,22260834,433,16,"Prospective choices, recommendations and alternatives",api_comment_count,-0.04794865311077577
20,6,22260834,433,16,"Prospective choices, recommendations and alternatives",likes_per_1000_views,0.2089079692446304
20,6,22260834,433,16,"Prospective choices, recommendations and alternatives",api_comments_per_1000_views,0.25998434338596743
20,6,22260834,433,16,"Prospective choices, recommendations and alternatives",views_per_day,-0.15135963620840326
20,6,22260834,433,16,"Prospective choices, recommendations and alternatives",api_comments_per_day,0.016119128621922336
20,7,22260835,433,1,Situated household retrofit experience and building context,duration_minutes,-0.04509495215044069
20,7,22260835,433,1,Situated household retrofit experience and building context,view_count,0.06600433513195192
20,7,22260835,433,1,Situated household retrofit experience and building context,like_count,0.1296444029772936
20,7,22260835,433,1,Situated household retrofit experience and building context,api_comment_count,0.18877500699531008
20,7,22260835,433,1,Situated household retrofit experience and building context,likes_per_1000_views,0.12976421429141932
20,7,22260835,433,1,Situated household retrofit experience and building context,api_comments_per_1000_views,0.07092052967602397
20,7,22260835,433,1,Situated household retrofit experience and building context,views_per_day,0.14369540435807288
20,7,22260835,433,1,Situated household retrofit experience and building context,api_comments_per_day,0.26462663587374896
20,7,22260835,433,2,Spray foam and foam insulation,duration_minutes,-0.24377577734688846
20,7,22260835,433,2,Spray foam and foam insulation,view_count,0.1556629196799929
20,7,22260835,433,2,Spray foam and foam insulation,like_count,0.14805587562771086
20,7,22260835,433,2,Spray foam and foam insulation,api_comment_count,-0.01672024540074356
20,7,22260835,433,2,Spray foam and foam insulation,likes_per_1000_views,-0.08807942808104487
20,7,22260835,433,2,Spray foam and foam insulation,api_comments_per_1000_views,-0.2733295770958748
20,7,22260835,433,2,Spray foam and foam insulation,views_per_day,0.22341997918979914
20,7,22260835,433,2,Spray foam and foam insulation,api_comments_per_day,0.06280561079440213
20,7,22260835,433,3,Clarification and specification questions,duration_minutes,-0.08951711226782444
20,7,22260835,433,3,Clarification and specification questions,view_count,0.005638420905127304
20,7,22260835,433,3,Clarification and specification questions,like_count,-0.03161945584350292
20,7,22260835,433,3,Clarification and specification questions,api_comment_count,-0.03678063615379976
20,7,22260835,433,3,Clarification and specification questions,likes_per_1000_views,-0.0988293084768794
20,7,22260835,433,3,Clarification and specification questions,api_comments_per_1000_views,-0.06490251865726795
20,7,22260835,433,3,Clarification and specification questions,views_per_day,-0.05153689651380182
20,7,22260835,433,3,Clarification and specification questions,api_comments_per_day,-0.10448690887117469
20,7,22260835,433,4,"Implementation, cost and how-to questions",duration_minutes,-0.01388650738382617
20,7,22260835,433,4,"Implementation, cost and how-to questions",view_count,-0.038564759137656404
20,7,22260835,433,4,"Implementation, cost and how-to questions",like_count,-0.06660600314613334
20,7,22260835,433,4,"Implementation, cost and how-to questions",api_comment_count,-0.12219040092644828
20,7,22260835,433,4,"Implementation, cost and how-to questions",likes_per_1000_views,-0.05687963360080694
20,7,22260835,433,4,"Implementation, cost and how-to questions",api_comments_per_1000_views,-0.056545919169773744
20,7,22260835,433,4,"Implementation, cost and how-to questions",views_per_day,-0.10949711405086505
20,7,22260835,433,4,"Implementation, cost and how-to questions",api_comments_per_day,-0.19474377076068203
20,7,22260835,433,5,Heat pumps and heating systems,duration_minutes,0.24165377206675143
20,7,22260835,433,5,Heat pumps and heating systems,view_count,-0.22864968207849828
20,7,22260835,433,5,Heat pumps and heating systems,like_count,-0.1533894263957278
20,7,22260835,433,5,Heat pumps and heating systems,api_comment_count,-0.004761850386622683
20,7,22260835,433,5,Heat pumps and heating systems,likes_per_1000_views,0.1784296655696167
20,7,22260835,433,5,Heat pumps and heating systems,api_comments_per_1000_views,0.33138453424529557
20,7,22260835,433,5,Heat pumps and heating systems,views_per_day,-0.19875548247558972
20,7,22260835,433,5,Heat pumps and heating systems,api_comments_per_day,0.011134495517643844
20,7,22260835,433,6,"Praise, gratitude and social endorsement",duration_minutes,0.4323839942338656
20,7,22260835,433,6,"Praise, gratitude and social endorsement",view_count,-0.19754088280125676
20,7,22260835,433,6,"Praise, gratitude and social endorsement",like_count,-0.1895868051522167
20,7,22260835,433,6,"Praise, gratitude and social endorsement",api_comment_count,-0.07063493937975743
20,7,22260835,433,6,"Praise, gratitude and social endorsement",likes_per_1000_views,0.06559439317997379
20,7,22260835,433,6,"Praise, gratitude and social endorsement",api_comments_per_1000_views,0.2261382973313987
20,7,22260835,433,6,"Praise, gratitude and social endorsement",views_per_day,-0.3025918554861414
20,7,22260835,433,6,"Praise, gratitude and social endorsement",api_comments_per_day,-0.20921298316440984
20,7,22260835,433,7,"Alternative methods, challenges and ""why"" questions",duration_minutes,-0.1293769545330087
20,7,22260835,433,7,"Alternative methods, challenges and ""why"" questions",view_count,0.16678388433025992
20,7,22260835,433,7,"Alternative methods, challenges and ""why"" questions",like_count,0.15216943037492314
20,7,22260835,433,7,"Alternative methods, challenges and ""why"" questions",api_comment_count,0.05895577127541171
20,7,22260835,433,7,"Alternative methods, challenges and ""why"" questions",likes_per_1000_views,-0.0018464375609878853
20,7,22260835,433,7,"Alternative methods, challenges and ""why"" questions",api_comments_per_1000_views,-0.20200934430242334
20,7,22260835,433,7,"Alternative methods, challenges and ""why"" questions",views_per_day,0.17959416377243984
20,7,22260835,433,7,"Alternative methods, challenges and ""why"" questions",api_comments_per_day,0.07431496400989063
20,7,22260835,433,8,"Solar PV, batteries and power systems",duration_minutes,0.1251889294749597
20,7,22260835,433,8,"Solar PV, batteries and power systems",view_count,-0.037546168319564484
20,7,22260835,433,8,"Solar PV, batteries and power systems",like_count,0.06596582355103695
20,7,22260835,433,8,"Solar PV, batteries and power systems",api_comment_count,0.13713789683339478
20,7,22260835,433,8,"Solar PV, batteries and power systems",likes_per_1000_views,0.22182944348114422
20,7,22260835,433,8,"Solar PV, batteries and power systems",api_comments_per_1000_views,0.18384019017349454
20,7,22260835,433,8,"Solar PV, batteries and power systems",views_per_day,0.06957083695050223
20,7,22260835,433,8,"Solar PV, batteries and power systems",api_comments_per_day,0.2147124892704457
20,7,22260835,433,9,Performance checking and troubleshooting,duration_minutes,-0.03604311663856737
20,7,22260835,433,9,Performance checking and troubleshooting,view_count,-0.01906952529950369
20,7,22260835,433,9,Performance checking and troubleshooting,like_count,-0.05053660017627518
20,7,22260835,433,9,Performance checking and troubleshooting,api_comment_count,-0.08556024246727616
20,7,22260835,433,9,Performance checking and troubleshooting,likes_per_1000_views,-0.029463328410832188
20,7,22260835,433,9,Performance checking and troubleshooting,api_comments_per_1000_views,-0.027682584618440982
20,7,22260835,433,9,Performance checking and troubleshooting,views_per_day,-0.0565298072841096
20,7,22260835,433,9,Performance checking and troubleshooting,api_comments_per_day,-0.09970759144751545
20,7,22260835,433,10,"Implementation follow-up, outcomes and retrospective questions",duration_minutes,0.12472816335567721
20,7,22260835,433,10,"Implementation follow-up, outcomes and retrospective questions",view_count,0.028396828944396553
20,7,22260835,433,10,"Implementation follow-up, outcomes and retrospective questions",like_count,0.019961609333439333
20,7,22260835,433,10,"Implementation follow-up, outcomes and retrospective questions",api_comment_count,0.04270388462164967
20,7,22260835,433,10,"Implementation follow-up, outcomes and retrospective questions",likes_per_1000_views,0.005870788985290466
20,7,22260835,433,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_1000_views,-0.009620865158002905
20,7,22260835,433,10,"Implementation follow-up, outcomes and retrospective questions",views_per_day,0.04499384496404536
20,7,22260835,433,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_day,0.05591637310515355
20,7,22260835,433,11,"Product sourcing, access and location questions",duration_minutes,-0.04331596673511821
20,7,22260835,433,11,"Product sourcing, access and location questions",view_count,0.07171917663238529
20,7,22260835,433,11,"Product sourcing, access and location questions",like_count,0.10250959840576042
20,7,22260835,433,11,"Product sourcing, access and location questions",api_comment_count,-0.0211592628658866
20,7,22260835,433,11,"Product sourcing, access and location questions",likes_per_1000_views,0.04443777960691574
20,7,22260835,433,11,"Product sourcing, access and location questions",api_comments_per_1000_views,-0.11603307045831071
20,7,22260835,433,11,"Product sourcing, access and location questions",views_per_day,0.061614954904457994
20,7,22260835,433,11,"Product sourcing, access and location questions",api_comments_per_day,-0.013212928768318769
20,7,22260835,433,12,Roof and attic ventilation and airflow,duration_minutes,-0.0891828965616305
20,7,22260835,433,12,Roof and attic ventilation and airflow,view_count,0.014383183803209132
20,7,22260835,433,12,Roof and attic ventilation and airflow,like_count,0.012863134879075642
20,7,22260835,433,12,Roof and attic ventilation and airflow,api_comment_count,-0.02566479859388029
20,7,22260835,433,12,Roof and attic ventilation and airflow,likes_per_1000_views,-0.051618435817655045
20,7,22260835,433,12,Roof and attic ventilation and airflow,api_comments_per_1000_views,-0.04164301619229727
20,7,22260835,433,12,Roof and attic ventilation and airflow,views_per_day,0.05207317102012773
20,7,22260835,433,12,Roof and attic ventilation and airflow,api_comments_per_day,0.03475215485384598
20,7,22260835,433,13,"Wall, cavity and floor insulation",duration_minutes,-0.08729180436201561
20,7,22260835,433,13,"Wall, cavity and floor insulation",view_count,0.021818452723655787
20,7,22260835,433,13,"Wall, cavity and floor insulation",like_count,0.021684846755859608
20,7,22260835,433,13,"Wall, cavity and floor insulation",api_comment_count,-0.030580457077644063
20,7,22260835,433,13,"Wall, cavity and floor insulation",likes_per_1000_views,-0.06023623731992243
20,7,22260835,433,13,"Wall, cavity and floor insulation",api_comments_per_1000_views,-0.07583658761445251
20,7,22260835,433,13,"Wall, cavity and floor insulation",views_per_day,0.03296270570927006
20,7,22260835,433,13,"Wall, cavity and floor insulation",api_comments_per_day,-0.005474050917409487
20,7,22260835,433,14,Thermostat wiring and smart heating controls,duration_minutes,0.09991630565760921
20,7,22260835,433,14,Thermostat wiring and smart heating controls,view_count,-0.014258279735445793
20,7,22260835,433,14,Thermostat wiring and smart heating controls,like_count,-0.0780679200838244
20,7,22260835,433,14,Thermostat wiring and smart heating controls,api_comment_count,-0.09204785619847411
20,7,22260835,433,14,Thermostat wiring and smart heating controls,likes_per_1000_views,-0.04829339961578642
20,7,22260835,433,14,Thermostat wiring and smart heating controls,api_comments_per_1000_views,-0.04061599434280653
20,7,22260835,433,14,Thermostat wiring and smart heating controls,views_per_day,-0.11747072366903999
20,7,22260835,433,14,Thermostat wiring and smart heating controls,api_comments_per_day,-0.1832557006512158
20,7,22260835,433,15,Vapour barriers and moisture control,duration_minutes,-0.1224315205307611
20,7,22260835,433,15,Vapour barriers and moisture control,view_count,0.06747450774493909
20,7,22260835,433,15,Vapour barriers and moisture control,like_count,0.04424231647143444
20,7,22260835,433,15,Vapour barriers and moisture control,api_comment_count,-0.07039148479915654
20,7,22260835,433,15,Vapour barriers and moisture control,likes_per_1000_views,-0.1110717593350565
20,7,22260835,433,15,Vapour barriers and moisture control,api_comments_per_1000_views,-0.188957534390746
20,7,22260835,433,15,Vapour barriers and moisture control,views_per_day,0.08301774731596678
20,7,22260835,433,15,Vapour barriers and moisture control,api_comments_per_day,-0.029989097131315708
20,7,22260835,433,16,"Prospective choices, recommendations and alternatives",duration_minutes,0.25590856712505006
20,7,22260835,433,16,"Prospective choices, recommendations and alternatives",view_count,-0.17713658385453063
20,7,22260835,433,16,"Prospective choices, recommendations and alternatives",like_count,-0.09140133028127287
20,7,22260835,433,16,"Prospective choices, recommendations and alternatives",api_comment_count,-0.031931573743768135
20,7,22260835,433,16,"Prospective choices, recommendations and alternatives",likes_per_1000_views,0.16321198393630737
20,7,22260835,433,16,"Prospective choices, recommendations and alternatives",api_comments_per_1000_views,0.21502981733556117
20,7,22260835,433,16,"Prospective choices, recommendations and alternatives",views_per_day,-0.12405279850150594
20,7,22260835,433,16,"Prospective choices, recommendations and alternatives",api_comments_per_day,0.01720335505629404
20,8,22260836,433,1,Situated household retrofit experience and building context,duration_minutes,-0.020689888624617615
20,8,22260836,433,1,Situated household retrofit experience and building context,view_count,0.054677975140986386
20,8,22260836,433,1,Situated household retrofit experience and building context,like_count,0.11801065040936258
20,8,22260836,433,1,Situated household retrofit experience and building context,api_comment_count,0.18304510314884812
20,8,22260836,433,1,Situated household retrofit experience and building context,likes_per_1000_views,0.16815123951813582
20,8,22260836,433,1,Situated household retrofit experience and building context,api_comments_per_1000_views,0.11018282999211255
20,8,22260836,433,1,Situated household retrofit experience and building context,views_per_day,0.11396601899842605
20,8,22260836,433,1,Situated household retrofit experience and building context,api_comments_per_day,0.23995076562498152
20,8,22260836,433,2,Spray foam and foam insulation,duration_minutes,-0.20807650631022206
20,8,22260836,433,2,Spray foam and foam insulation,view_count,0.16403084554449565
20,8,22260836,433,2,Spray foam and foam insulation,like_count,0.14806764338303738
20,8,22260836,433,2,Spray foam and foam insulation,api_comment_count,0.002204912439783729
20,8,22260836,433,2,Spray foam and foam insulation,likes_per_1000_views,-0.10489219923436242
20,8,22260836,433,2,Spray foam and foam insulation,api_comments_per_1000_views,-0.26240678201103557
20,8,22260836,433,2,Spray foam and foam insulation,views_per_day,0.2203438158656594
20,8,22260836,433,2,Spray foam and foam insulation,api_comments_per_day,0.06753482643727354
20,8,22260836,433,3,Clarification and specification questions,duration_minutes,-0.11829935203947464
20,8,22260836,433,3,Clarification and specification questions,view_count,-0.007699116300025188
20,8,22260836,433,3,Clarification and specification questions,like_count,-0.06632367535795416
20,8,22260836,433,3,Clarification and specification questions,api_comment_count,-0.10912707453871048
20,8,22260836,433,3,Clarification and specification questions,likes_per_1000_views,-0.1208419956307293
20,8,22260836,433,3,Clarification and specification questions,api_comments_per_1000_views,-0.10195630811364997
20,8,22260836,433,3,Clarification and specification questions,views_per_day,-0.08915371507564013
20,8,22260836,433,3,Clarification and specification questions,api_comments_per_day,-0.1763732647942586
20,8,22260836,433,4,"Implementation, cost and how-to questions",duration_minutes,-0.03154657764052812
20,8,22260836,433,4,"Implementation, cost and how-to questions",view_count,-0.01344559030992764
20,8,22260836,433,4,"Implementation, cost and how-to questions",like_count,-0.03183593178370627
20,8,22260836,433,4,"Implementation, cost and how-to questions",api_comment_count,-0.10844460350128829
20,8,22260836,433,4,"Implementation, cost and how-to questions",likes_per_1000_views,-0.048840834392003735
20,8,22260836,433,4,"Implementation, cost and how-to questions",api_comments_per_1000_views,-0.09524859013609666
20,8,22260836,433,4,"Implementation, cost and how-to questions",views_per_day,-0.063585926312217
20,8,22260836,433,4,"Implementation, cost and how-to questions",api_comments_per_day,-0.15973323447435045
20,8,22260836,433,5,Heat pumps and heating systems,duration_minutes,0.24703109165986786
20,8,22260836,433,5,Heat pumps and heating systems,view_count,-0.24556244100546018
20,8,22260836,433,5,Heat pumps and heating systems,like_count,-0.1743411849409199
20,8,22260836,433,5,Heat pumps and heating systems,api_comment_count,-0.016061462011436583
20,8,22260836,433,5,Heat pumps and heating systems,likes_per_1000_views,0.15968740268427223
20,8,22260836,433,5,Heat pumps and heating systems,api_comments_per_1000_views,0.33863718644781965
20,8,22260836,433,5,Heat pumps and heating systems,views_per_day,-0.2204190295123565
20,8,22260836,433,5,Heat pumps and heating systems,api_comments_per_day,-0.00354025442072651
20,8,22260836,433,6,"Praise, gratitude and social endorsement",duration_minutes,0.467272063756909
20,8,22260836,433,6,"Praise, gratitude and social endorsement",view_count,-0.18869944858919005
20,8,22260836,433,6,"Praise, gratitude and social endorsement",like_count,-0.16023247550036707
20,8,22260836,433,6,"Praise, gratitude and social endorsement",api_comment_count,-0.05068275004464612
20,8,22260836,433,6,"Praise, gratitude and social endorsement",likes_per_1000_views,0.10649590820775222
20,8,22260836,433,6,"Praise, gratitude and social endorsement",api_comments_per_1000_views,0.2281960364170004
20,8,22260836,433,6,"Praise, gratitude and social endorsement",views_per_day,-0.3059179990752664
20,8,22260836,433,6,"Praise, gratitude and social endorsement",api_comments_per_day,-0.2094722514896842
20,8,22260836,433,7,"Alternative methods, challenges and ""why"" questions",duration_minutes,-0.13614626380552164
20,8,22260836,433,7,"Alternative methods, challenges and ""why"" questions",view_count,0.17567158478281175
20,8,22260836,433,7,"Alternative methods, challenges and ""why"" questions",like_count,0.1738546434644166
20,8,22260836,433,7,"Alternative methods, challenges and ""why"" questions",api_comment_count,0.07929479767028777
20,8,22260836,433,7,"Alternative methods, challenges and ""why"" questions",likes_per_1000_views,-0.004582059379120439
20,8,22260836,433,7,"Alternative methods, challenges and ""why"" questions",api_comments_per_1000_views,-0.20626953381367444
20,8,22260836,433,7,"Alternative methods, challenges and ""why"" questions",views_per_day,0.20650722108108685
20,8,22260836,433,7,"Alternative methods, challenges and ""why"" questions",api_comments_per_day,0.11181205204523388
20,8,22260836,433,8,"Solar PV, batteries and power systems",duration_minutes,0.11754112140483429
20,8,22260836,433,8,"Solar PV, batteries and power systems",view_count,-0.06657061617763398
20,8,22260836,433,8,"Solar PV, batteries and power systems",like_count,0.0418780060149287
20,8,22260836,433,8,"Solar PV, batteries and power systems",api_comment_count,0.1167021778567213
20,8,22260836,433,8,"Solar PV, batteries and power systems",likes_per_1000_views,0.2386227318540168
20,8,22260836,433,8,"Solar PV, batteries and power systems",api_comments_per_1000_views,0.22026411075990157
20,8,22260836,433,8,"Solar PV, batteries and power systems",views_per_day,0.029748010108212743
20,8,22260836,433,8,"Solar PV, batteries and power systems",api_comments_per_day,0.18651118844816228
20,8,22260836,433,9,Performance checking and troubleshooting,duration_minutes,-0.036363067941555784
20,8,22260836,433,9,Performance checking and troubleshooting,view_count,-0.015107775211701308
20,8,22260836,433,9,Performance checking and troubleshooting,like_count,-0.07150475981003186
20,8,22260836,433,9,Performance checking and troubleshooting,api_comment_count,-0.09039415363595284
20,8,22260836,433,9,Performance checking and troubleshooting,likes_per_1000_views,-0.08842804772875036
20,8,22260836,433,9,Performance checking and troubleshooting,api_comments_per_1000_views,-0.06494375917194958
20,8,22260836,433,9,Performance checking and troubleshooting,views_per_day,-0.05095391232059637
20,8,22260836,433,9,Performance checking and troubleshooting,api_comments_per_day,-0.11409328811362633
20,8,22260836,433,10,"Implementation follow-up, outcomes and retrospective questions",duration_minutes,0.0696088833753402
20,8,22260836,433,10,"Implementation follow-up, outcomes and retrospective questions",view_count,0.048897503574177936
20,8,22260836,433,10,"Implementation follow-up, outcomes and retrospective questions",like_count,0.014461834456589735
20,8,22260836,433,10,"Implementation follow-up, outcomes and retrospective questions",api_comment_count,0.03218862748734127
20,8,22260836,433,10,"Implementation follow-up, outcomes and retrospective questions",likes_per_1000_views,-0.021642039738873537
20,8,22260836,433,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_1000_views,-0.03507054936504389
20,8,22260836,433,10,"Implementation follow-up, outcomes and retrospective questions",views_per_day,0.04349957843029437
20,8,22260836,433,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_day,0.040860481121600095
20,8,22260836,433,11,"Product sourcing, access and location questions",duration_minutes,-0.09510077617130526
20,8,22260836,433,11,"Product sourcing, access and location questions",view_count,0.09123288740363909
20,8,22260836,433,11,"Product sourcing, access and location questions",like_count,0.08963929447028338
20,8,22260836,433,11,"Product sourcing, access and location questions",api_comment_count,0.002895069634704824
20,8,22260836,433,11,"Product sourcing, access and location questions",likes_per_1000_views,-0.013003035613415708
20,8,22260836,433,11,"Product sourcing, access and location questions",api_comments_per_1000_views,-0.13599141014770902
20,8,22260836,433,11,"Product sourcing, access and location questions",views_per_day,0.10822590105351036
20,8,22260836,433,11,"Product sourcing, access and location questions",api_comments_per_day,0.03805952587894031
20,8,22260836,433,12,Roof and attic ventilation and airflow,duration_minutes,-0.09344972693188319
20,8,22260836,433,12,Roof and attic ventilation and airflow,view_count,0.01798692483524488
20,8,22260836,433,12,Roof and attic ventilation and airflow,like_count,0.02595619691758202
20,8,22260836,433,12,Roof and attic ventilation and airflow,api_comment_count,-0.008070511956070255
20,8,22260836,433,12,Roof and attic ventilation and airflow,likes_per_1000_views,-0.036555443125431575
20,8,22260836,433,12,Roof and attic ventilation and airflow,api_comments_per_1000_views,-0.03667316463449965
20,8,22260836,433,12,Roof and attic ventilation and airflow,views_per_day,0.0734280712210385
20,8,22260836,433,12,Roof and attic ventilation and airflow,api_comments_per_day,0.059179990752664516
20,8,22260836,433,13,"Wall, cavity and floor insulation",duration_minutes,-0.08562426055156143
20,8,22260836,433,13,"Wall, cavity and floor insulation",view_count,-0.004036840343925198
20,8,22260836,433,13,"Wall, cavity and floor insulation",like_count,-0.00902680281074667
20,8,22260836,433,13,"Wall, cavity and floor insulation",api_comment_count,-0.0340052982800462
20,8,22260836,433,13,"Wall, cavity and floor insulation",likes_per_1000_views,-0.07521378373806598
20,8,22260836,433,13,"Wall, cavity and floor insulation",api_comments_per_1000_views,-0.04986539923774521
20,8,22260836,433,13,"Wall, cavity and floor insulation",views_per_day,0.024683556652937564
20,8,22260836,433,13,"Wall, cavity and floor insulation",api_comments_per_day,-0.0009327155829428048
20,8,22260836,433,14,Thermostat wiring and smart heating controls,duration_minutes,0.1497217628541722
20,8,22260836,433,14,Thermostat wiring and smart heating controls,view_count,-0.07632599340861279
20,8,22260836,433,14,Thermostat wiring and smart heating controls,like_count,-0.12216397302311052
20,8,22260836,433,14,Thermostat wiring and smart heating controls,api_comment_count,-0.10883550552824582
20,8,22260836,433,14,Thermostat wiring and smart heating controls,likes_per_1000_views,-0.033337573175151326
20,8,22260836,433,14,Thermostat wiring and smart heating controls,api_comments_per_1000_views,0.0195188843125221
20,8,22260836,433,14,Thermostat wiring and smart heating controls,views_per_day,-0.14708629112078414
20,8,22260836,433,14,Thermostat wiring and smart heating controls,api_comments_per_day,-0.18055008638335762
20,8,22260836,433,15,Vapour barriers and moisture control,duration_minutes,-0.0817624905176087
20,8,22260836,433,15,Vapour barriers and moisture control,view_count,0.07696640675410277
20,8,22260836,433,15,Vapour barriers and moisture control,like_count,0.055188728557842605
20,8,22260836,433,15,Vapour barriers and moisture control,api_comment_count,-0.0474705777688779
20,8,22260836,433,15,Vapour barriers and moisture control,likes_per_1000_views,-0.10324751816810424
20,8,22260836,433,15,Vapour barriers and moisture control,api_comments_per_1000_views,-0.17793590255590327
20,8,22260836,433,15,Vapour barriers and moisture control,views_per_day,0.07488834296529737
20,8,22260836,433,15,Vapour barriers and moisture control,api_comments_per_day,-0.03103940106353972
20,8,22260836,433,16,"Prospective choices, recommendations and alternatives",duration_minutes,0.23811228290405895
20,8,22260836,433,16,"Prospective choices, recommendations and alternatives",view_count,-0.1809060260226169
20,8,22260836,433,16,"Prospective choices, recommendations and alternatives",like_count,-0.09063948869997678
20,8,22260836,433,16,"Prospective choices, recommendations and alternatives",api_comment_count,-0.03065081344406172
20,8,22260836,433,16,"Prospective choices, recommendations and alternatives",likes_per_1000_views,0.18830825064103335
20,8,22260836,433,16,"Prospective choices, recommendations and alternatives",api_comments_per_1000_views,0.22616593882331792
20,8,22260836,433,16,"Prospective choices, recommendations and alternatives",views_per_day,-0.12588571026513365
20,8,22260836,433,16,"Prospective choices, recommendations and alternatives",api_comments_per_day,0.02685333986086426
20,9,22260837,433,1,Situated household retrofit experience and building context,duration_minutes,-0.051393536117170964
20,9,22260837,433,1,Situated household retrofit experience and building context,view_count,0.07303813402487319
