comment_id,video_id,inclusive_topic_number,raw_sensitivity_topic_number,mapped_sensitivity_topic_number,same_dominant_topic_after_mapping
UgzSkB7KRPEo4RwNsRp4AaABAg,UUalCAU4W8g,1,1,16,False
UgzSksGYedgAHTaXnSl4AaABAg,SL4dmdY23J8,1,5,1,True
UgzSl5C9xCzlYalrjwR4AaABAg,xcAwujfTN64,8,15,8,True
UgzSlPoaBgrCfB79ngt4AaABAg,LL6YhT_HkIY,14,13,14,True
UgzSlyd3Or-klGGmLjR4AaABAg,twV-c5i0MjM,7,6,7,True
UgzSmSAn5l4J7eY1FkN4AaABAg,xWRLCWmqT50,9,8,9,True
UgzSmTdqYBKRe9NfoGV4AaABAg,C5lPpLUw-Ts,3,3,3,True
UgzSmWWMZoHwAjD4I654AaABAg,rRqV8BHE8lY,4,4,4,True
UgzSmkUg6KotWgPkQot4AaABAg,_RQ9S1u7ag4,3,3,3,True
UgzSnKOzI7Tv_2N0eDB4AaABAg,5d5TRMumuSI,15,14,15,True
UgzSnP6tcEm1k70-qO94AaABAg,KIbJ6CBhWoI,9,8,9,True
UgzSnZEI3cOqw6neHVt4AaABAg,kGXwcm6_ZMU,16,1,16,True
UgzSnh1gHTXLCxON9DN4AaABAg,9OFpzKn0cq4,2,2,2,True
UgzSo4UW7j5gAXAWjTl4AaABAg,kGs_biFA87Q,1,5,1,True
UgzSoNirT2-86hvAMfh4AaABAg,Mt-ZkjoBdVM,3,3,3,True
UgzSoWvxD23KQ0cGTdZ4AaABAg,l7Ovl2WoDkQ,13,12,13,True
UgzSocNviNxI0wRLFvx4AaABAg,KxHcu7JvZwk,8,15,8,True
UgzSp8ANCAD9K_om1Up4AaABAg,SfgTOcclbCY,1,5,1,True
UgzSpHjeOmCdcF0XuIx4AaABAg,zi1Mkt1Nc8s,14,13,14,True
UgzSpK62GnEJV-1H38B4AaABAg,OAok8omYqSY,5,7,5,True
UgzSpbDDMWW90ZzfPmJ4AaABAg,M5tyd3ayt80,13,12,13,True
UgzSpnTZcA9aaHvi1d54AaABAg,bPe_b87qVUY,12,11,12,True
UgzSpvuFGKz_PIKvZNd4AaABAg,AN4_mkEfDPE,16,1,16,True
UgzSqhQ8_OuWBnKDJOl4AaABAg,hkO-YNve2uE,1,5,1,True
UgzSrXD_XNCWAhmZXa14AaABAg,EOAm2mlzfTg,12,11,12,True
UgzSs406dQtlAvi7RHt4AaABAg,w6wo2URorG4,13,12,13,True
UgzStD17Oo39YXbXmyN4AaABAg,T9_KR_n9OOA,10,9,10,True
UgzStK_KIn9rhvFpgmx4AaABAg,JcTgSwtljcY,12,11,12,True
UgzStMUr2Hqb10e2Iyl4AaABAg,iKcSKpR9KAM,1,5,1,True
UgzSuQ8u5A_vD79bRKh4AaABAg,ppKgtY7BchA,3,3,3,True
UgzSumQQ3Rl7SjJA9nR4AaABAg,zg9IM061rbU,9,8,9,True
UgzSv2PyyQMEn-sG7sV4AaABAg,Ou1CjwflZtM,6,9,10,False
UgzSvTdLcC_XG6LgR2V4AaABAg,3zUMOblSJ60,1,5,1,True
UgzSvfGbymXMXSDD98J4AaABAg,1rNnFXYBj6U,15,14,15,True
UgzSvjH78RrtAr2An5Z4AaABAg,tyTT9jNfnc8,2,2,2,True
UgzSvqJixIh-G3zIvSd4AaABAg,HdqaNAU7-XE,10,9,10,True
UgzSwLl8zUP2ts8hf614AaABAg,VgFfjRUQ24o,14,13,14,True
UgzSwpUGDcodn164xop4AaABAg,PMIaIUw7nVA,4,4,4,True
UgzSx2WAo2_wiaOdS8p4AaABAg,UUalCAU4W8g,2,2,2,True
UgzSxnrQK-g5m7OzGLJ4AaABAg,H2xIwmdIutY,3,3,3,True
UgzSxssbmU5j2MGvK7d4AaABAg,5d5TRMumuSI,4,4,4,True
UgzSy32xSzXuSiHMEWJ4AaABAg,Vufih-WN5R4,12,16,6,False
UgzSyLaOUdluaOD0Wap4AaABAg,qhWHoDqH2TA,3,3,3,True
UgzSygE4kjqHvc8RzNB4AaABAg,FcXAtVjdRE8,12,5,1,False
UgzSzKwXPlOlAg3nvnh4AaABAg,tNE5GEePXuk,12,11,12,True
UgzSzWkhEOkkuvWWWDh4AaABAg,qyZm66j8QU4,11,10,11,True
UgzSzpOQIdneXmr-7Jl4AaABAg,rXJDwjkoEkQ,4,16,6,False
UgzT-GMrLeX4hnyW5S94AaABAg,ATk1fx_N_qc,6,11,12,False
UgzT0JPM5aEMGxsDPm94AaABAg,5dCCntGj1wM,4,4,4,True
UgzT0k3fXECcajyGBUp4AaABAg,v2QMBU8yS-I,13,12,13,True
UgzT0kTY2la2ayc7ixp4AaABAg,i41oW85zPm8,12,11,12,True
UgzT0nbpXnUNiuERsUJ4AaABAg,pWicJ2PYQF8,8,15,8,True
UgzT11fpayyriVKoKVp4AaABAg,UdxFFvSvbnU,15,14,15,True
UgzT19QKzf-pmXyA7Hx4AaABAg,KxHcu7JvZwk,5,7,5,True
UgzT1feGxvto8cg-15p4AaABAg,xOUBlKTynes,4,4,4,True
UgzT1gRne2gXp52sEjB4AaABAg,sJI5szeWEBA,13,12,13,True
UgzT2eg2820SLSxgYA14AaABAg,Aa7SsJto3qU,14,13,14,True
UgzT2jq2j6fkRr4pyoh4AaABAg,ZAZWYBFipmI,2,2,2,True
UgzT41tG-58QoZPAokZ4AaABAg,f-JTVbBjtMc,6,12,13,False
UgzT48WCOOcAz1DUfWp4AaABAg,twV-c5i0MjM,14,13,14,True
UgzT4OUeLFzSTl6RyMd4AaABAg,G6ADMAqdaDs,5,5,1,False
UgzT52gcHZavuTB09El4AaABAg,oDilQfCCqTU,6,11,12,False
UgzT5GE5clV220PxgEp4AaABAg,BXPR0NUn5fA,9,1,16,False
UgzT5sXEuy4Z5fT2Jip4AaABAg,0oDLwBZurp8,13,12,13,True
UgzT68E7gq-M8dYwqql4AaABAg,DSCWGAE1BVQ,15,14,15,True
UgzT7-nUNffS0Oy5idR4AaABAg,KxHcu7JvZwk,1,5,1,True
UgzT7M64Biq-bGTEHx94AaABAg,i41oW85zPm8,6,1,16,False
UgzT8ESPjL1Stk8W0DF4AaABAg,g7DkeYdPBdE,15,14,15,True
UgzT8pP9ZygWJTdKe4B4AaABAg,HCo8nWzfFVc,12,5,1,False
UgzT8v1CSH05_0A3QZN4AaABAg,LVYSz1CuuDw,11,10,11,True
UgzT9JPbGhLZTJnfuix4AaABAg,pQHYz6Xt44c,12,11,12,True
UgzT9f9fyU-JFo2CE0Z4AaABAg,NoEnHZ8OyCM,4,4,4,True
UgzTADKBLKF4cnt6sjh4AaABAg,TChYcSSNXrI,16,1,16,True
UgzTAVaJCWSO1zbqmnh4AaABAg,QnFoiUXr4h4,1,5,1,True
UgzTAvcH5-A4bkR8EW94AaABAg,95YJjFOKDOY,14,13,14,True
UgzTBO-oq8-bz8QFbF94AaABAg,3hukFwgTFI0,7,6,7,True
UgzTBRzC_JZ0JXtNzE54AaABAg,khc5R8FXJYg,9,8,9,True
UgzTBo7QROLBLVbwmu14AaABAg,3zUMOblSJ60,9,8,9,True
UgzTCMupFLNXhdnxwQN4AaABAg,qNQafR_5ALk,1,8,9,False
UgzTCpRp32-YxRjlaoF4AaABAg,ZAPNCBbhoqE,1,1,16,False
UgzTDY4EF5qJ6UfPjEh4AaABAg,qhWHoDqH2TA,1,5,1,True
UgzTE3cGunDP64BRGkh4AaABAg,snXVA-umZnQ,16,14,15,False
UgzTE8q8XB4oLBUx14l4AaABAg,tbWD4-Inaas,8,15,8,True
UgzTEblfR2oaJzk9TuN4AaABAg,Rw5np777JDc,13,12,13,True
UgzTEwhz3sKSSTng4sB4AaABAg,OZvrTuhJhXs,8,15,8,True
UgzTFH5H4pzYzH7Bllp4AaABAg,HFlIbNAUWkY,6,15,8,False
UgzTFcHw3tw4GUHQo_V4AaABAg,S5WB6HzVZvs,9,8,9,True
UgzTGTkUkE3iPrbBcu54AaABAg,JqJODEOtoK0,8,15,8,True
UgzTGVl-2v7hwTmIIUR4AaABAg,7fFlhX-8mv8,15,14,15,True
UgzTHIq0SYVybXvSOh94AaABAg,bKTsLHSS7i4,5,7,5,True
UgzTHpilk-YAKzZ-I214AaABAg,hjlVL4sgqKw,5,7,5,True
UgzTIJ4b7Xj1zRxvYzp4AaABAg,5ScJj0YlUAM,9,1,16,False
UgzTInlJujdDOgxmx6t4AaABAg,8bYasF6h1VM,11,10,11,True
UgzTJPHWLW7yZVFPNyp4AaABAg,qNQafR_5ALk,1,16,6,False
UgzTJbSBPmkDDE8lg0Z4AaABAg,hkZzV5nAV8A,12,11,12,True
UgzTJzvm8OI_io62yT94AaABAg,QEg0TlhN0Z4,4,4,4,True
UgzTK7FCL7S83xDehCF4AaABAg,MUGaC890lJ8,6,8,9,False
UgzTKl3maA4p3hTH_9J4AaABAg,5ftY0QMe2qY,8,15,8,True
UgzTLOunebhkSwmOHaB4AaABAg,YR4JYB7ZZQU,8,15,8,True
UgzTNBrNMJ7dp1WLe3t4AaABAg,fIhlXdk9PFg,8,15,8,True
UgzTNFgTK3b4XioPRJx4AaABAg,AGgixk6jaew,1,16,6,False
UgzTO1ZrBS_CATJFj4Z4AaABAg,rXJDwjkoEkQ,6,14,15,False
UgzTOCQ2SUUJ-CHD3YZ4AaABAg,7fFlhX-8mv8,7,6,7,True
UgzTOe5KjK0TRmytXoR4AaABAg,xGgVv_f7NzY,5,7,5,True
UgzTQZeVXnxLfQLfoDV4AaABAg,JcTgSwtljcY,12,11,12,True
UgzTS0X5XdgJFc6d8Hx4AaABAg,2Apa2WcG9z0,8,15,8,True
UgzTSR7to8Vli6Mk-q94AaABAg,ED8HnJDGX8w,16,5,1,False
UgzTSzMDFGxCLKx1A554AaABAg,Q3Oufer38ow,9,8,9,True
UgzTT-zk9N44pS-mxt54AaABAg,0oDLwBZurp8,13,12,13,True
UgzTTPnhVyyMmAdx3rB4AaABAg,i41oW85zPm8,15,14,15,True
UgzTTbJBmxJwwKZJjhd4AaABAg,FXXgjvOJcYI,12,5,1,False
UgzTTy76JTEU3Anw_F94AaABAg,Smyw6phvDHs,16,5,1,False
UgzTU5WGXQKaXZNwjJ14AaABAg,3zUMOblSJ60,15,1,16,False
UgzTVAqUO3xjZQ-14-l4AaABAg,Qf_30U_Erno,13,12,13,True
UgzTVv4QyJuBgiKHCbt4AaABAg,tUWJTF9nyaQ,2,2,2,True
UgzTWQRs7aDK9lgvKxR4AaABAg,dPgLL7gwU00,5,5,1,False
UgzTWeW9L5c1YtjI9Ex4AaABAg,tyTT9jNfnc8,3,12,13,False
UgzTWejO8FvxSP1x4514AaABAg,iDMZz4HIURw,12,11,12,True
UgzTXSfMppnAfApvNuF4AaABAg,l7Ovl2WoDkQ,13,12,13,True
UgzTXn1fKwVmJt0Ufap4AaABAg,YA6uPtfqkYA,13,12,13,True
UgzTYG333Ey7fq1g7Od4AaABAg,yuxWDCRwIuc,14,13,14,True
UgzTZFAvu1wePLpPVOp4AaABAg,PKRqplUscbw,6,9,10,False
UgzTZ_K11uZ7oSnOyaN4AaABAg,0IvGe4JZLSU,5,7,5,True
UgzTZaEB_7E6PaQsVYN4AaABAg,NHgE0lyJNmE,15,14,15,True
UgzTZujo61RQplWoTBZ4AaABAg,nSnbMsSzdXU,13,12,13,True
UgzT_E_toyvMWlyPlCF4AaABAg,gejidpH2GTU,12,11,12,True
UgzTbjgXFi7YCCwYENR4AaABAg,FXXgjvOJcYI,13,12,13,True
UgzTcAgERib7Tp4XNdh4AaABAg,xILw0b-tOT0,16,7,5,False
UgzTcXAovNi0hKoF1f94AaABAg,p2A-JY83iQ8,13,12,13,True
UgzTckctgYC80wWaSEt4AaABAg,irytqcJZSps,1,5,1,True
UgzTdKvSDB2mn7X6osN4AaABAg,Zh0ohPNbbOQ,16,16,6,False
UgzTdMWEfFp66xN0OmB4AaABAg,HW4iyMnblZ8,8,16,6,False
UgzTdTszSaf6VGE4tNJ4AaABAg,HkHozg0ckWY,5,5,1,False
UgzTe9X0W4lgbLFZYSx4AaABAg,7PbriOcD500,3,16,6,False
UgzTeJ_5N6i3Syb5AbN4AaABAg,gLFH0GvBLlA,8,15,8,True
UgzTeKlNCAj8qcxYJVV4AaABAg,CoQsGBFVG2Y,6,5,1,False
UgzTeXpeU5jFCVpzNPN4AaABAg,hH7dDcgHhR4,6,12,13,False
UgzTeg_DyrbF8TGpzJ54AaABAg,ABjqoJ0eXYo,14,13,14,True
UgzTfSElvoKx1wapD414AaABAg,GhAKMAcmJFg,5,7,5,True
UgzTgIZ61IGijkMPyu14AaABAg,5t9PwXUV3SA,5,7,5,True
UgzTh6pnW4JLJOc-Apx4AaABAg,LHNQ0GYG07I,1,5,1,True
UgzThbYsL5NAQlRC0-h4AaABAg,wN34zF7e4J8,2,2,2,True
UgzTi-xMdHgbj24UARp4AaABAg,ZAPNCBbhoqE,5,7,5,True
UgzTi7sMzgEiQpQ5jCN4AaABAg,3hukFwgTFI0,6,5,1,False
UgzTiL1TBHovtqI2qv94AaABAg,0oDLwBZurp8,15,14,15,True
UgzTib-HURyfBX7VSMp4AaABAg,hkO-YNve2uE,14,5,1,False
UgzTidXeKWoc_K_8jgp4AaABAg,tUWJTF9nyaQ,2,2,2,True
UgzTk49cIPFYMPqVkzN4AaABAg,zg9IM061rbU,8,15,8,True
UgzTlES2FIoC6pSdLit4AaABAg,bRW2omjqJx4,8,15,8,True
UgzTlHZ8tozjdJdo8-N4AaABAg,CPLkXkKwTFM,12,12,13,False
UgzTlSiQtlv-eNTTqlJ4AaABAg,QWkP4P7lUMA,6,16,6,True
UgzTlUjrT5xM9bqrFGp4AaABAg,s-41UF02vrU,16,7,5,False
UgzTljGPPifb9vaWxT14AaABAg,v2QMBU8yS-I,15,14,15,True
UgzTmEpyWJ5uziyboNV4AaABAg,wN34zF7e4J8,4,4,4,True
UgzTmIyCgVA0_ePdCY54AaABAg,R9BfhFEv8fg,16,4,4,False
UgzTmaxGWjz2RD0jn_h4AaABAg,ejubOh5tegY,16,1,16,True
UgzTn57JhH7ZIeh5A3d4AaABAg,wnnwGVBwwvQ,1,5,1,True
UgzTnAXbbDeWvulP9kd4AaABAg,xc_BbbMi1cg,13,12,13,True
UgzTnVudGml1X_5Y6T14AaABAg,C2WtdSRzq3E,12,12,13,False
UgzTnf6LA-DvZGLRNW94AaABAg,7dhfqmm_c2M,9,12,13,False
UgzTnptaGngVkJ4Qnp14AaABAg,tUWJTF9nyaQ,9,8,9,True
UgzTo2YPomeNbDYVaRB4AaABAg,QnFoiUXr4h4,15,14,15,True
UgzToJsBvPy_iMsR9z54AaABAg,QLGANlbqIFY,5,5,1,False
UgzToKny3Mcgrdx7Nl54AaABAg,2A7Gl2APM6o,12,11,12,True
UgzToO4FA5a99mm6ihl4AaABAg,QWkP4P7lUMA,6,8,9,False
UgzToqLqsLgViYlUfmp4AaABAg,q8qxuq5lHpY,7,6,7,True
UgzTpBmsjXCXOfnB7y54AaABAg,EY77sPyVM2c,5,7,5,True
UgzTpEToVfRrTK7GEdF4AaABAg,s-41UF02vrU,6,1,16,False
UgzTpMZ7MpEEkhBtQ0d4AaABAg,nSnbMsSzdXU,16,1,16,True
UgzTpVOKqrZA4gdvB1p4AaABAg,wjJbxVc2Wdg,5,7,5,True
UgzTpXr1Ce7BXB6v2LJ4AaABAg,xOUBlKTynes,1,5,1,True
UgzTphzgx5RB2_fAsgx4AaABAg,VwUjkSjllPs,13,12,13,True
UgzTpx4D4ag6XbWqoQR4AaABAg,AQ4EYHNCDzg,9,8,9,True
UgzTqh8w4egRLl7nV0l4AaABAg,rH_Gb-4aGLs,12,11,12,True
UgzTqhIE9-HZWf1KKZZ4AaABAg,LL6YhT_HkIY,11,10,11,True
UgzTqk0z9jdo5yAGrKZ4AaABAg,9OFpzKn0cq4,1,16,6,False
UgzTrFPSqMMKGNfrEV94AaABAg,rXJDwjkoEkQ,13,12,13,True
UgzTrTflYGXQYUTYp6J4AaABAg,jYNufQVIFfA,10,9,10,True
UgzTrdkC4r6kpXK1t0d4AaABAg,QnFoiUXr4h4,13,12,13,True
UgzTrh0AA8GLRRTsX6Z4AaABAg,yuxWDCRwIuc,6,3,3,False
UgzTrmcFr5du7CRGPDB4AaABAg,XDQSNs6vjnk,7,6,7,True
UgzTs3qRTdrMDJL4-cF4AaABAg,W22X0sR-YUw,1,16,6,False
UgzTsMYQ3xcoaxGH7p14AaABAg,JofgCviM79w,1,5,1,True
UgzTt4Szly5Vtcj4GzV4AaABAg,tNE5GEePXuk,16,1,16,True
UgzTt4vOYl5fvzn--kp4AaABAg,DcOtQ2PgBTw,2,2,2,True
UgzTtXvrAA3EC-J8vg54AaABAg,hC2NlxqH1I4,14,13,14,True
UgzTtyvk-Uoq1qQLP5l4AaABAg,7NsZ2d2Oups,9,8,9,True
UgzTu9CPZ0ysb0CIPNx4AaABAg,k5cYjwz-I1s,9,5,1,False
UgzTv9ZqWkNtDA2XzRd4AaABAg,KH1U2gLK8Y8,8,15,8,True
UgzTvK1KhECjt6WLf5R4AaABAg,a-7WxFMzgGE,16,13,14,False
UgzTvLeKyunAqEB5p2l4AaABAg,_qy5EKXEMAM,14,13,14,True
UgzTvY5_7ud8O38262B4AaABAg,u0ph2Kg0ak0,4,4,4,True
UgzTve50cYJz7-VoZet4AaABAg,AXamAjE0juw,4,4,4,True
UgzTw3N4iU66BXXdBjJ4AaABAg,tyTT9jNfnc8,1,1,16,False
UgzTwyqIexJn52hSb214AaABAg,AQ4EYHNCDzg,6,4,4,False
UgzTx4g6dJ7WzRna_lh4AaABAg,s-41UF02vrU,5,5,1,False
UgzTxdzylvtpk12fHmN4AaABAg,tNE5GEePXuk,5,7,5,True
UgzTxwEH9eeIs-rd7Vd4AaABAg,Y0nkl-lWUQo,1,1,16,False
UgzTydjzs_qWhYeq0M94AaABAg,zMpQ1IJ4bcw,16,12,13,False
UgzTyqaKyBnE5d48P-J4AaABAg,rRqV8BHE8lY,4,4,4,True
UgzTyrI5wiOIjfL4qD94AaABAg,VcSq_lJpWWk,8,15,8,True
UgzTz7EiyzS9Ttl4Cjl4AaABAg,VrKYlQPHfno,14,13,14,True
UgzTzNg7kCitQvIlqCl4AaABAg,0OsM6Ao-kSA,14,13,14,True
UgzTzQFnXkvnXtM2GF54AaABAg,Af6aaUyMc3E,14,13,14,True
UgzTzcjL7LmGNpqPcp54AaABAg,BXPR0NUn5fA,16,1,16,True
UgzTzlDvH3WbV8tSiz54AaABAg,KxHcu7JvZwk,14,5,1,False
UgzU-33ewyHPVdtS-JV4AaABAg,zg9IM061rbU,8,15,8,True
UgzU-REo8aZTp2KYU_R4AaABAg,O2xQjzYs5M4,9,12,13,False
UgzU-WWE6ej2l3o7W4Z4AaABAg,Genu_Plnp2M,13,12,13,True
UgzU-tOmFEK_9atTzL14AaABAg,2hw9XA9qHjA,1,5,1,True
UgzU1Gi5-QdigQUqLOJ4AaABAg,Vufih-WN5R4,1,1,16,False
UgzU1SuiwnOa2ragw5t4AaABAg,wnnwGVBwwvQ,8,15,8,True
UgzU1xKJnyclmbq2okN4AaABAg,LzIbIpMx5SA,14,13,14,True
UgzU2977-HV2Zdm1VKB4AaABAg,Ou1CjwflZtM,1,1,16,False
UgzU2QKmoMOPicfvqrt4AaABAg,ZUcyMZJ-Jsw,16,7,5,False
UgzU2_uP_0_2hSn1YoF4AaABAg,nbafBF8vZj0,12,11,12,True
UgzU2jzHt-IvlJmqIvh4AaABAg,W8Arptrbi10,7,6,7,True
UgzU3LJIF2Nz8VeBfa94AaABAg,LL2-8RXSYKc,15,14,15,True
UgzU3_vLuQAJDJRsH194AaABAg,jYNufQVIFfA,11,10,11,True
UgzU3q9tVL1Iir-5C-p4AaABAg,Hyv_vQEvHgo,11,9,10,False
UgzU3tELtRv0loTPDel4AaABAg,DBX6cmga2eE,14,16,6,False
UgzU4a1djab4kcMzXz14AaABAg,uqyAWkXXt3A,5,5,1,False
UgzU4dCvnUwjVigQtqJ4AaABAg,q6q_70hEl2g,1,5,1,True
UgzU571RcBrtiRswxkF4AaABAg,fh_KDoj2Qm8,3,3,3,True
UgzU5xPcdDzrGO60OUl4AaABAg,P87qeSIxKT0,15,14,15,True
UgzU6AhjPUFyzh8JNY94AaABAg,xcAwujfTN64,14,13,14,True
UgzU6_4_0o6VsoIxMH54AaABAg,K6HR2ftXFss,15,14,15,True
UgzU6cxP-Q6pcgSgh9h4AaABAg,3hukFwgTFI0,9,8,9,True
UgzU6e7m0NBnD155-Lp4AaABAg,9OFpzKn0cq4,13,12,13,True
UgzU7Latt123fsQcakJ4AaABAg,rXJDwjkoEkQ,1,16,6,False
UgzU7Vfj7phqmKkoJcp4AaABAg,jUehMdNfGrY,9,8,9,True
UgzU7sv4GtnpirCnprh4AaABAg,1kz1c-rZsDk,8,15,8,True
UgzU81_-fwrcNFpJ-5t4AaABAg,w6wo2URorG4,6,7,5,False
UgzU9-0aFmantjGcB954AaABAg,hjlVL4sgqKw,1,5,1,True
UgzUARcEzldFeMsLIT94AaABAg,JnxRKblanBs,8,15,8,True
UgzUAYqL6xXTNfw8Ihx4AaABAg,lxZwPhCmQ2w,16,8,9,False
UgzUAyxoawa525FepDJ4AaABAg,zg9IM061rbU,8,15,8,True
UgzUBQapob7jG_i1e954AaABAg,PHeTx5sGL3A,8,1,16,False
UgzUBmjWjuqvD_SDS8p4AaABAg,i387q3ob8gE,9,8,9,True
UgzUCCrtbuKuEgOQMgF4AaABAg,zRdPLYCI6Cs,10,9,10,True
UgzUCJExWJS3JdfU-1p4AaABAg,ZLKPLqBI6Ow,2,2,2,True
UgzUCveP_5yku2O54nF4AaABAg,ZUcyMZJ-Jsw,1,7,5,False
UgzUD7OEsuN_y3mSpm54AaABAg,GZAce6iz2gg,14,13,14,True
UgzUDJsJTYzwyAMeP314AaABAg,ABjqoJ0eXYo,4,4,4,True
UgzUDk_WtT0rS4yoNM14AaABAg,IKdzI0aVWgM,3,3,3,True
UgzUE7rN1ZQoV4pGFA94AaABAg,J0e6fuIiuic,3,3,3,True
UgzUELn9w91WyAFVDNh4AaABAg,0pOjJ-w733E,13,12,13,True
UgzUEbKiPpigF7Lxdpd4AaABAg,tbq6uZ9Y0nQ,10,9,10,True
UgzUEnc4NMG3ar5kepd4AaABAg,U522et_9P70,12,11,12,True
UgzUFlwah1yPHJzYkkl4AaABAg,jUehMdNfGrY,8,15,8,True
UgzUGYae8M84Vst_70N4AaABAg,7NsZ2d2Oups,3,3,3,True
UgzUGz83gKYeg0JclPR4AaABAg,HCo8nWzfFVc,7,6,7,True
UgzUH257HZF0yPEDC_x4AaABAg,twV-c5i0MjM,7,6,7,True
UgzUHP2KlTZLEcawxht4AaABAg,tbq6uZ9Y0nQ,7,1,16,False
UgzUHZ6KDBBbd5RmBfZ4AaABAg,rXJDwjkoEkQ,9,8,9,True
UgzUHbZ4Ri2DF__t-GJ4AaABAg,AQ4EYHNCDzg,7,1,16,False
UgzUHqpXMpUGxP4q7n54AaABAg,7InXlYbklLU,10,9,10,True
UgzUIG-IXXXjQ9bDtVF4AaABAg,Gw8lLhMzLho,10,9,10,True
UgzUIqBCDqbO7FY58pB4AaABAg,yqDOLyL3-tA,1,5,1,True
UgzUIso0ZZY6p-Bbot14AaABAg,fnrOXNG-32U,1,5,1,True
UgzUK-wNzpr1ha6RuF94AaABAg,tUWJTF9nyaQ,12,11,12,True
UgzUKF3OrTuZkTe9i2B4AaABAg,EY77sPyVM2c,3,3,3,True
UgzUKMStW9MrATV-Gix4AaABAg,hkO-YNve2uE,5,7,5,True
UgzUKkfRMnVjD0_LgVx4AaABAg,HEbAISvrOpA,7,6,7,True
UgzUL2gvSJ40HZTMoxJ4AaABAg,Hyv_vQEvHgo,5,7,5,True
UgzULGgBilSRZHAyTlR4AaABAg,YgvKoG-7T30,4,4,4,True
UgzULsjDTRm_06fxA0t4AaABAg,irytqcJZSps,14,13,14,True
UgzULuqGlgWQmyZ28bd4AaABAg,CoQsGBFVG2Y,16,12,13,False
UgzUM7effplRVGp8LS54AaABAg,GhAKMAcmJFg,6,3,3,False
UgzUMKLEwIarRC9Mw2l4AaABAg,kGXwcm6_ZMU,1,5,1,True
UgzUMeN_wrF9MSBL_bt4AaABAg,VgFfjRUQ24o,16,5,1,False
UgzUPDXfRsQAm64-PUd4AaABAg,3zUMOblSJ60,9,1,16,False
UgzUPHawsM0ToI_r4GB4AaABAg,mBTIbZcWRLs,13,12,13,True
UgzUPW6_kTaX62m0Lrl4AaABAg,tNE5GEePXuk,5,5,1,False
UgzUQ0IlPe-52o-sDql4AaABAg,ZjvANH4OCik,3,3,3,True
UgzUR35uGHkGI-53H614AaABAg,jYNufQVIFfA,2,2,2,True
UgzUSDjBaSgKqccbjoJ4AaABAg,s-41UF02vrU,1,5,1,True
UgzUSIklEv9kkJFFMfd4AaABAg,u0ph2Kg0ak0,7,6,7,True
UgzUT4x8QgrR60pnglh4AaABAg,rXJDwjkoEkQ,10,9,10,True
UgzUT8ZFRzIxwiIi0MB4AaABAg,2Apa2WcG9z0,8,15,8,True
UgzUT_Q812fKhRgInsx4AaABAg,HkHozg0ckWY,1,5,1,True
UgzUU2zVXypGcCsokBZ4AaABAg,gLFH0GvBLlA,5,7,5,True
UgzUUC_YvcaBriLwlXt4AaABAg,ZLKPLqBI6Ow,13,12,13,True
UgzUUWDu0j9EtuxEVoZ4AaABAg,FH0U8hehXr8,3,3,3,True
UgzUUZUrwaCYJdK1lrl4AaABAg,3hukFwgTFI0,16,13,14,False
UgzUUdYflrh-WBI1csh4AaABAg,S7iy2zd_4D0,1,16,6,False
UgzUUfUckyPOSDPU9st4AaABAg,tT9wKfRlCL8,12,11,12,True
UgzUUhU-ri9K8V0Nosh4AaABAg,HFlIbNAUWkY,5,7,5,True
UgzUVKlDvaPMxYor3Bx4AaABAg,zSxyUFLwFbc,12,5,1,False
UgzUVwmaYNT1uY37ve54AaABAg,Z6KHUCQD8Pc,1,5,1,True
UgzUWKgBcb-5N9foP8p4AaABAg,tNE5GEePXuk,5,5,1,False
UgzUX2cp9aO2dBwHi_N4AaABAg,0oDLwBZurp8,2,3,3,False
UgzUXAiWIgX7l3mTrV54AaABAg,iD1U6Q47yLU,1,5,1,True
UgzUXrg3GlRwDLqv4c14AaABAg,l_w9DNhDJM0,1,5,1,True
UgzUY5vkdbYsQ2PrWyd4AaABAg,K6HR2ftXFss,15,14,15,True
UgzUY_mYAsHbfR0AB_14AaABAg,-2o5S8zfOVg,7,6,7,True
UgzUZQPPOu6O1j7yN-x4AaABAg,hpEKLDp6DsA,12,8,9,False
UgzUZQYwTjt5RxY1A2N4AaABAg,Mx9X6maasbY,12,11,12,True
UgzUZxMzn6_Esu7XRhZ4AaABAg,7NsZ2d2Oups,1,5,1,True
UgzU_f37L3gPuYOP5L14AaABAg,T9_KR_n9OOA,3,3,3,True
UgzUa4L1oH6sh6WvLgt4AaABAg,s-41UF02vrU,1,5,1,True
UgzUaL2cgqgi9Z-zbU14AaABAg,ZLKPLqBI6Ow,4,4,4,True
UgzUaa-v4lgBn1S1jXl4AaABAg,5sqw7vHwhGU,1,5,1,True
UgzUaerzOVIOfnUyzId4AaABAg,o2Y9elh24wc,6,5,1,False
UgzUcjcC0QpnT1iq6ZF4AaABAg,U-hVUczzlL4,12,11,12,True
UgzUdFAYa3U6HnoCfmd4AaABAg,0oDLwBZurp8,12,11,12,True
UgzUdRjKBR5CTqWPJ3t4AaABAg,Vufih-WN5R4,3,3,3,True
UgzUdZImj9zRltWeFF14AaABAg,xWRLCWmqT50,12,11,12,True
UgzUdrnys5-RCFJuanh4AaABAg,ppKgtY7BchA,3,5,1,False
UgzUe7ZLLATJeHAPnm54AaABAg,nbafBF8vZj0,12,11,12,True
