topic_number,representative_rank,tfidf_row_index,topic_weight,relative_topic_loading,video_id,comment_id,comment_text,retrofit_topic,creator_type,video_type,primary_theme
11,1,2348,0.23800658854794388,1.0,kGXwcm6_ZMU,Ugy1CY_OeJEHLsKOWBd4AaABAg,Where do you get that smoker at?,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_question_request
11,2,1753,0.23800658854794388,1.0,4-6KqpUoM3g,UgzWMylZQGVUoQec3wl4AaABAg,Where I get that?😮,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_question_request
11,3,27112,0.23800658854794388,1.0,JcTgSwtljcY,Ugykmq0tqJiz3D4Iz1V4AaABAg,Where can we get one?,ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
11,4,17431,0.23800658854794388,1.0,XPSkyecmmEE,UgxbzF6R2zfjbbtqkTV4AaABAg,Where do you get this???,airtightness_draught_proofing,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
11,5,34239,0.23800658854794388,1.0,P87qeSIxKT0,UgymUaNJ8Z2KoTqBiOZ4AaABAg,Where is part 3 ?,loft_roof_insulation,builder_contractor,how_to_installation_demo,theme_question_request
11,6,12010,0.23800658854794388,1.0,i41oW85zPm8,UgxtY1LinqZVaE-F7eN4AaABAg,Where are you Stakker?,loft_roof_insulation,builder_contractor,practical_advice_explainer,theme_question_request
11,7,33840,0.23800658854794388,1.0,yiov8ZpIF2U,UgwKe7iISSTMDKtXzHF4AaABAg,Where do you get this from?,windows_doors_glazing,diy_renovator_homeowner,problem_warning_mistakes,theme_question_request
11,8,2109,0.23800658854794388,1.0,dIPM5yk2u38,Ugy6cCrz3mtjy5Jzynd4AaABAg,Where do you bui it ?,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_question_request
11,9,2289,0.23800658854794388,1.0,kGXwcm6_ZMU,UgxzBh6-BLYgK_4sEEN4AaABAg,where can i get that vape,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_question_request
11,10,1371,0.23800658854794388,1.0,co7pKcoVJu0,Ugx90JcjMB9bAQmTir94AaABAg,Where can I get this,external_wall_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
11,11,3833,0.23800658854794388,1.0,6bQgwGQAHeU,UgzPkYFGTxuSa-Kc5RB4AaABAg,Where’s the calking?,ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
11,12,29578,0.23800658854794388,1.0,IT_Eme9XSl8,UgwPniLllC1G_NYMnKR4AaABAg,"""Eve-neen"". Where's the ing? I call anyone who 'eens' their ing's, eeners.",ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
11,13,3139,0.23800658854794388,1.0,xcAwujfTN64,UgygrArH5LZjgJMLFoV4AaABAg,Where is your harnesses?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
11,14,24596,0.23800658854794388,1.0,0IvGe4JZLSU,UgzI2qEe3RS9_5ZHgzp4AaABAg,-2°C? Where is that?,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
11,15,10978,0.23800658854794388,1.0,46-e73YYEpM,Ugxia5I7WdjBMWuRYv94AaABAg,Where can i get them?,airtightness_draught_proofing,builder_contractor,problem_warning_mistakes,theme_question_request
11,16,14575,0.23800658854794388,1.0,Oz8WcD385cY,UgxNAPFBl-OwgtDtkAh4AaABAg,where do you find it?,airtightness_draught_proofing,diy_renovator_homeowner,problem_warning_mistakes,theme_question_request
11,17,447,0.15717389563510084,0.49505989453362226,LVYSz1CuuDw,Ugz2wZEEn4gifQRh84R4AaABAg,Solar ?? Where ??,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
11,18,561,0.14950448651604717,0.9440515830021834,RlQjU6gQcFU,UgzxkwRhrCYv53jt5eJ4AaABAg,Show us this where the windows are???,external_wall_insulation,installer_tradesperson,how_to_installation_demo,theme_question_request
11,19,20423,0.1468268849861251,0.7175761105020164,Fp4OMhIYzHg,UgxLMK9G4oFdQApwejl4AaABAg,Where can I get one of those vents?,ventilation_mvhr,installer_tradesperson,practical_advice_explainer,theme_question_request
11,20,1338,0.14459908392008186,0.9540985698842246,mobbhOH5teg,Ugyw8rMmN4s8t4n2ilB4AaABAg,where can i look for,external_wall_insulation,builder_contractor,how_to_installation_demo,theme_question_request
12,1,32028,0.1199878172149532,1.0,Hwn6WciiGy4,UgzA_GAshbEAOVA-5Dp4AaABAg,Warm roof then,loft_roof_insulation,installer_tradesperson,problem_warning_mistakes,theme_energy_performance
12,2,26779,0.1199878172149532,1.0,fm11vZii5Es,Ugx1xwu5JRveBmsEbwh4AaABAg,now that`s a warm roof,loft_roof_insulation,builder_contractor,how_to_installation_demo,theme_energy_performance
12,3,39042,0.11878227061588027,0.5452518055538919,YhGoeR4Q4tM,UgwuDuYrGevj573HUWx4AaABAg,"What I don't quite understand about leaving an air gap is that if air is comming in vents through the soffit and going up to the ridge board where does it vent out, air will stop moving if it's not vented at the other end, and if you have roof vents you would need one between each roof joist on both sides of the roof.",loft_roof_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_practical_advice
12,4,33954,0.117539987304522,0.9713153036284667,WATmq9zSvW8,UgxGvLn0wOmkynQ2W0Z4AaABAg,Can an air to air unit be put on a flat roof?,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
12,5,31355,0.11651118411533384,0.7871279492524749,ykKwmSqpznM,UgyMJuJN3Qi6NNIAwNd4AaABAg,"Might be too late to help, but I have a 1905 in Pittsburgh. I replaced roof about 7-8 yrs ago. I had ridge vents put in and decided to run ridge venting from gap at soffit up to ridge vent. Once that’s done I’m going to place batt insulation along the baffles. That should allow free flowing air along the roof line and create an air space in the attic. I’ve researched this and newer homes seem to work well with this method. As long as the roof gets cold air running along it, I should retain heat. Good luck.",ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_personal_experience
12,6,11975,0.11433650628311838,0.8159187073133695,i41oW85zPm8,UgxLIFJOhodQgkkOfkR4AaABAg,"my flat roof(which i want to turn into a warm roof) runs into a pitched roof, would i seal the warm roof completely & then add some vent tiles to the bottom of the pitch roof to regain the ventilation i had from the old cold roof?",loft_roof_insulation,builder_contractor,practical_advice_explainer,theme_question_request
12,7,11302,0.11239622931924856,0.7183149282008823,U522et_9P70,UgxTZC8KFON7jNzI-T14AaABAg,"The hottest air in an attic will always rise out the ridge vents at the top of the roof regardless of gable vents being present. Gable vents introducing fresh cool air along with the soffit vents is NOT a bad thing. Everyone says it but can not explain why that makes any sense. Thermodynamics (heat rising) will not change because gable vents are open with soffit vents, the inrush of cool air from the gable vent to the ridge vent increases the total CFM of cool outside air moving through a hot attic. Air is just dry water, the more cool water (air) being moved through a vessel (roof) the better for cooling overall. In an all year hot climate like Florida ot Texas the more venitlation a roof gets the better.",ventilation_mvhr,builder_contractor,practical_advice_explainer,theme_practical_advice
12,8,17554,0.11207799795944567,0.6328168628183368,Kl3EAJD7Kbs,UgzYI5fnz0BWbi8YFF54AaABAg,No air gap mush ? Flat roof problem all day . Needs to be a warm roof really . Cold roof design is bad great video by the way . Yes learnt a lot for once,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_energy_performance
12,9,27368,0.11197144454959194,0.46317314783405555,YsVCTGRR7fc,UgxGiKGrkUHUM3tJQ-54AaABAg,How does the vent work? Is the air going out into the roof ridge up into the top attic?,loft_roof_insulation,builder_contractor,how_to_installation_demo,theme_question_request
12,10,15795,0.11161290763613856,0.9646255200605609,ejubOh5tegY,Ugw8YdblblEyspHlnFJ4AaABAg,Dil you have to put air vents in the slate between the 50mm air gap and the out side?,loft_roof_insulation,installer_tradesperson,project_walkthrough,theme_practical_advice
12,11,11271,0.1108705973615726,0.8716307311274657,U522et_9P70,UgzvQu6hS-UyWNxcuGt4AaABAg,"i dont agree that 'over-ventilating' is a problem. you're saying cool air entering through the gable vent will prevent soffit vent intake and essentially short circuit the ventilation system. however, the cool air from the gable vents will not flow directly upwards to the box vents or ridge vent. instead, because cooler air is more dense it will fall to attic floor to displace the air exiting near the roof peak. the air near the box vents or ridge vent will always be the hottest air in the attic. nice thing about gable vents is it's quick and easy and inexpensive to get a lot of ventilation square footage out of them, and they offer little resistance to air flow. and these ones are already in place so maybe the homeowner wants to replace the box vents with ridge vents to expand the roof exhaust. but there is no good reason to defeat the existing gable vents and good reason not to",ventilation_mvhr,builder_contractor,practical_advice_explainer,theme_practical_advice
12,12,35165,0.11072138401671236,0.8567291958965751,LL2-8RXSYKc,Ugw3FsIco2snWMv-BlZ4AaABAg,Always run the firings across the roof,damp_condensation_moisture,installer_tradesperson,problem_warning_mistakes,theme_practical_advice
12,13,19866,0.10939571258929684,0.6380431750251434,u0ph2Kg0ak0,UgwStMPHTlIkFHvWbo94AaABAg,"Good overview. When I reroofed, they added shingle vents along the full lower roof line (as my soffits are too narrow for typical vents) and added a full ridge vent. Summer does cause the attic to get rather warm just from the normal full sun the roof receives. I'm wondering if augmenting the ridge vent with a solar powered fan (or two) would be of any benefit to pull some extra air through the shingle vents or if its a waste and the air would simply pull through the ridge.",ventilation_mvhr,installer_tradesperson,problem_warning_mistakes,theme_energy_performance
12,14,6744,0.10761351637252135,0.5082437169167727,q6q_70hEl2g,UgxJeRB5stdmiwg3ctN4AaABAg,Does this also keep out cold air?,airtightness_draught_proofing,builder_contractor,problem_warning_mistakes,theme_question_request
12,15,12005,0.10744184131142005,0.7309424182724289,i41oW85zPm8,UgyS5fJ3thy0N5H4x2p4AaABAg,Couldnt you put 20mm insulation on top for a warm roof then the 120mm under the osb and seal that in with no air gap?,loft_roof_insulation,builder_contractor,practical_advice_explainer,theme_energy_performance
12,16,26790,0.10692360190341518,0.5621546127465187,fm11vZii5Es,UgzGWZ8Lj4glkeqYrlR4AaABAg,What is SD value of air membrane in your roof? Or there will be only plasterboard inside?,loft_roof_insulation,builder_contractor,how_to_installation_demo,theme_question_request
12,17,26984,0.10572936356792634,0.692134449000663,hH7dDcgHhR4,Ugwo37mZhs41hh5EWEZ4AaABAg,Where are your baffles for air flow to protect your roof from mold and early roof breakdown,loft_roof_insulation,installer_tradesperson,how_to_installation_demo,theme_damp_moisture_condensation
12,18,15477,0.1056045600723815,0.7778739524764421,M5tyd3ayt80,Ugxv8b29jHj79yj-1Xh4AaABAg,Could this work a corogated roof in a garage using the cold roof method and the room had vents due to the corogated roof.,damp_condensation_moisture,training_educational,practical_advice_explainer,theme_energy_performance
12,19,916,0.10463582894346131,0.9522777271257733,t8_m-2sUTdU,UgyLtAPvPidx2HKQoQx4AaABAg,That cold air is called ventilation !,airtightness_draught_proofing,diy_renovator_homeowner,problem_warning_mistakes,theme_energy_performance
12,20,26988,0.10432183489955137,0.8064747906137248,hH7dDcgHhR4,UgxqJm7RRNUHN6rR62p4AaABAg,Is there any air flow in the roof? Won't there be condensation?,loft_roof_insulation,installer_tradesperson,how_to_installation_demo,theme_question_request
13,1,1136,0.198284315287961,1.0,MzSCf_LkyNw,Ugy-u5O1GuWuYQSdmVp4AaABAg,Insulation thief. 😂,loft_roof_insulation,installer_tradesperson,how_to_installation_demo,theme_energy_performance
13,2,26808,0.198284315287961,1.0,fm11vZii5Es,Ugyg1_I19Ehy5_gYI5R4AaABAg,200mm insulation - blimey,loft_roof_insulation,builder_contractor,how_to_installation_demo,theme_energy_performance
13,3,2129,0.198284315287961,1.0,dIPM5yk2u38,UgxDBm2E0cM3Ff05O6h4AaABAg,I have one for insulation!,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_energy_performance
13,4,33151,0.15399141408034595,1.0,y3g4Vpec1_M,Ugzd1eOwGHTinM8FjOV4AaABAg,Is that a 300mm wall and 100mm insulation?,damp_condensation_moisture,builder_contractor,how_to_installation_demo,theme_question_request
13,5,22328,0.12260842708219745,0.9926415713714954,FH0U8hehXr8,UgwqSLsM83YmFXbNzxJ4AaABAg,Whatever happened to cavity wall insulation.,external_wall_insulation,training_educational,how_to_installation_demo,theme_energy_performance
13,6,2200,0.12203968699313453,0.36356309843006773,dIPM5yk2u38,Ugz2OCm1uBHmEzfgj594AaABAg,why the cone off insulation,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_energy_performance
13,7,17857,0.11193160534199038,0.997328279824481,O2xQjzYs5M4,UgxDN_vroj6yUZbhnHp4AaABAg,Can this be done in a 90s build property thats had cavity wall insulation?,internal_wall_insulation,builder_contractor,how_to_installation_demo,theme_question_request
13,8,26338,0.11074421324986694,0.8317669194704428,7dhfqmm_c2M,UgxE2ek19ov2YgmrPSd4AaABAg,I know of a company that used to specialise in cavity wall insulation. They now specialise in its removal. Cavity wall insulation can wreck a house. Don’t do it!,cavity_wall_insulation,installer_tradesperson,how_to_installation_demo,theme_energy_performance
13,9,29484,0.11003048357779044,1.0,p2A-JY83iQ8,UgwiJ3UezqCai7AQFyN4AaABAg,Is external wall insulation better or internal wall insulation?,internal_wall_insulation,builder_contractor,how_to_installation_demo,theme_question_request
13,10,33637,0.1080991537201476,0.9985019257235784,n2c5VtzwalY,UgwL4ih2VN6--NeA7Ah4AaABAg,"are you kidding me? NO, cavity wall insulation is a nightmare",cavity_wall_insulation,installer_tradesperson,how_to_installation_demo,theme_question_request
13,11,8182,0.10675131920438692,0.5519521318337848,zmYtFOSPx2o,UgxeiFO2CWOSKQXkjAB4AaABAg,Where can you buy cavity wall insulation for £1k?,cavity_wall_insulation,builder_contractor,problem_warning_mistakes,theme_question_request
13,12,32842,0.10192577492738229,0.8225774854470829,uD82_NWpjlw,Ugxk8-mbtqIQRVm2idh4AaABAg,Wool or fibre insulation should not be used as cavity wall insulation for this very reason.,damp_condensation_moisture,training_educational,problem_warning_mistakes,theme_energy_performance
13,13,32843,0.10167407253268287,0.6494967767693451,uD82_NWpjlw,UgwRG95rmLEC2307fJJ4AaABAg,Never said what type of cavity wall insulation it was.,damp_condensation_moisture,training_educational,problem_warning_mistakes,theme_practical_advice
13,14,14752,0.09971215001982238,0.9958563696480498,tyTT9jNfnc8,UgwRqmwV5MIC3qXMWnl4AaABAg,Roger do the internal wall insulation as well.,loft_roof_insulation,training_educational,problem_warning_mistakes,theme_energy_performance
13,15,14431,0.0993025875478391,0.909338202842203,nSnbMsSzdXU,UgyfKImOUni2XQlrVUl4AaABAg,"Hi mate, if I'm uncertain if solid or cavity wall...can I do this same insulation method?",internal_wall_insulation,diy_renovator_homeowner,problem_warning_mistakes,theme_question_request
13,16,26339,0.09854195069708563,0.9231169832247574,7dhfqmm_c2M,UgxZAS-57Lp42VskV394AaABAg,Cavity wall insulation is like asbestos for houses...,cavity_wall_insulation,installer_tradesperson,how_to_installation_demo,theme_energy_performance
13,17,29474,0.09605637989870226,1.0,p2A-JY83iQ8,Ugy7wdzorRAQi7zyq954AaABAg,Is internal wall insulation ok for houses with cavity walls ? Or is it overkill?,internal_wall_insulation,builder_contractor,how_to_installation_demo,theme_question_request
13,18,4759,0.0957847857556536,0.6430301814566707,irytqcJZSps,UgzRxTcf6K_2fhm6QgB4AaABAg,What about cavity wall insulation in it 7 year old stuff? Any different to this mate?,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_question_request
13,19,38923,0.0955785193502469,1.0,0oDLwBZurp8,Ugzm9F5I66Izs18wCmt4AaABAg,Kingspan k5 solid external wall insulation or sf40 multi foil insulation,whole_house_deep_retrofit,builder_contractor,project_walkthrough,theme_energy_performance
13,20,37365,0.09540086251855434,0.9993791700786401,Lc2D5U4DJew,UgyqlWa5Y0xVISayBi94AaABAg,This guy is passionate about insulation 🤣🤣,loft_roof_insulation,installer_tradesperson,problem_warning_mistakes,theme_energy_performance
14,1,13894,0.12695044373612188,0.730115364085604,ge6pQeFlj3k,UgxN9VITsHHzlEXKgWp4AaABAg,"Hi Jay, I have an old Lennox furnace from the 90’s and it does not have a c terminal. I am installing a Honeywell smart thermostat requiring a c terminal. When I follow the 2 wire from the A/C unit outside to the furnace the red wire goes to the “R” terminal on the furnace panel but the white wire does not connect to the furnace panel it is connected with the yellow wire from the thermostat cable of wires with a wire nut. Does that mean the common can be achieve by connecting into the white and yellow wires that are in the wire nut? In the thermostat bundle of wires is an unused blue wire that is not connected at either end. I was planning to use that blue wire as my c wire. Can I connect that blue wire into the wire nut bundle I mentioned and then connect the blue wire to the “c” on the smart thermostat?",smart_heating_controls,training_educational,practical_advice_explainer,theme_question_request
14,2,25524,0.12162203667353792,0.9572069771923695,vG-K5TDYYNA,Ugx5pvpwmR9T51tguM54AaABAg,I have an older Honeywell thermostat and it has a white wire to W yellow wire to Y green wire to G black wire to W2 and blue wire to Y2. I don't see that I have a C wire. I want to install a newer thermostat with wifi. can I do this with the existing wires? Or do I need to install a converter at the AC unit?,smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
14,3,24119,0.12083670308054112,0.9862867767872245,zi1Mkt1Nc8s,UgxuHCGZ8-U-PXWx0FV4AaABAg,I am replacing my honeywell thermostat with nest. But nest requires a c wire. When I remove the old thermostat it is connected on R and W wire. There are 2 extra wires sitting in the box (not connected). So I went to boiler and see that 3 wires connected to the zone terminal. I am wondering if the 3rd wire is a C wire? Any suggestions?,smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
14,4,24084,0.12082406031911724,0.9044964896321571,zi1Mkt1Nc8s,UgxsSO51td2UUoYJfIZ4AaABAg,"I have a thermostat with 2 wires connected, the R and W wire, however there are 3 other wires not used. Two of the 3 wires provides 24 volts when I tested it. Do I need a C wire? It's a boiler only setup. Can this work if I connect the 2 two wires to match the color on the nest thermostat?",smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
14,5,13881,0.12072175653422665,0.8667688053362962,ge6pQeFlj3k,UgyE7OzAYyoRFlZmtAl4AaABAg,"I'm trying to connect the C wire from thermostat at the furnace end to the correct wire. There is no terminal block or control board with marking, just bunch of wires.I have the brown from condenser with two leads.1. White wire connecting to Yellow on Thermostat wire (Y). 2. Red wire connecting to a blue wire that goes to the steel frame of furnace board. My guess is red wire is the C wire in my case and need to connect thermostat C wire with that. Did I identify C wire correctly since it goes to the frame?",smart_heating_controls,training_educational,practical_advice_explainer,theme_question_request
14,6,35874,0.12031451139016394,1.0,sSDytAtzk0U,UgwbCjtLHnvlPSYmbpB4AaABAg,"my thermostat has 5wires, red to RH, white to o/b, Y to yellow, G to green and C to blue wire, do i swap the G green wire & connect it to the C and the blue wire to G? and do i connect the red wire to RC or R on the honeywell thermostat? any assistance is appreciated, thank you!",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
14,7,35814,0.11881207645385523,1.0,sSDytAtzk0U,UgyJFJZj__ZQ40TzGDt4AaABAg,"If I have a previous thermostat with a ""G"" wire, Can I connect the ""G"" wire to the C at this thermostat model? Do you think that will be enough?",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
14,8,8971,0.11848287567641472,0.9046681172738881,Af6aaUyMc3E,Ugx4tmdymE2qxipfiX54AaABAg,Question - I do not have a C wire to my knowledge in my thermostat wiring.I have the white wire but it is hooked up to the W.My thermostat right now is battery operated.In my furnace I do have a white wire connected to the C slot.So do I have a common wire for power for a smart thermostat?I have a red to RV.A black to R.White to W or O/B.Another black to Y and a green to G in my existing thermostat.C is empty but again in the furnace a white is hooked up to the C.,smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
14,9,25459,0.1157533986550828,0.7522432747871245,pd926OwKAiA,UgyJpvsYKrDui29hx3R4AaABAg,"Great video. I have both the blue and green wire connected to the C on my old iComfort thermostat. Trying to upgrade to the Nest 4th gen thermostat , can I connect green and blue wire to the C slot in the Nest thermostat or do I separate them?",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
14,10,25471,0.1157533986550828,0.7522432747871245,pd926OwKAiA,UgzQDO412tTr2i-XAZZ4AaABAg,"Great video. I have both the blue and green wire connected to the C on my old iComfort thermostat. Trying to upgrade to the Nest 4th gen thermostat , can I connect green and blue wire to the C slot in the Nest thermostat or do I separate them?",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
14,11,21336,0.11385288596365328,0.7529662655931921,9EPnwFhocwM,Ugwc7FLget3Isreczhx4AaABAg,So at 2:17 does that c wire adapter wire need to be connected to the smart Alexa thermostat or is that c wire adapter a substitute and a wifi substitute?,smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
14,12,30995,0.11081657622847148,0.929516047188038,5PWBt-sSA3Y,UgwPAOf2R1tLKQMHSwN4AaABAg,"I took off the old thermostat from the house we just bought with a boiler and central AC and my wiring was similar to this.. A WHITE wire, TWO RED wires jumpered together in an “R” screw and then the green, yellow wires for the AC. The power to the AC I deduced was the red wire bundled with the green and yellow wires. I put that in Rc and then the other red wire in Rh and wired the same as this but I get an error now that there is no power to Rh?",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
14,13,25535,0.110804322712605,0.7335048893616248,vG-K5TDYYNA,UgxEQMvwkgJS2iXrLKl4AaABAg,"I have a Blue Wire, an Orange Wire, a Brown Wire and a Black Wire along with the White, Red, Green, and Yellow Wires. The Black and Brown wires are Not Used in my Honeywell Thermostat set up. What designation do these wires have? I’ve tried installing 2 Different New ecobee smart thermostats and I finally had to take them off and reinstall the Honeywell. Why are the ecobees so difficult to wire up?",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
14,14,17884,0.11018444241896075,0.8787019942811592,7fFlhX-8mv8,UgxAYKNvDTZ1oAbeF9F4AaABAg,"So current our thermostat has a C wire, but when we connected all the wires to the Amazon thermostat it never turned on… all wires were firmly connected and we have not had any connectivity issues with our current thermostat… Is there anything that can be done? It seems that our C wire is not providing the additional power needed for the smart thermostat?",smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
14,15,31263,0.1095314484207258,0.4790837893940418,UHq1aRh2tBg,UgxYVbzfHQySpc0A_TF4AaABAg,"My system has 6 wires. Where does the ""O"" wire go on this new thermostat??",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
14,16,8912,0.10941239816048638,0.6536385331542078,Af6aaUyMc3E,UgzlVRGPvstAKx2FSO94AaABAg,"My furnace has a wire connected to the C, it’s white, along with the W wire. At my thermostat I only have 4 wires, connected to Y, W, R, and G. Where does my common wire go? Is it possible it got stuck behind the wall? My thermostat is working without it… Is it wise to have new wire run through as shown in the video?",smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
14,17,15866,0.10936095004274526,0.9442412069974695,0M9QzdPhm58,UgwJfuoscMyMDjCrK0J4AaABAg,So I have a blue wire that is not connected to my old thermostat. Is that the common blue wire?,smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
14,18,21332,0.10927893617302174,0.5878217563525505,9EPnwFhocwM,UgyKm0JsrE7p9MOAsjt4AaABAg,"You can avoid purchasing the adapter if you have unused wires in the main bundle of wire coming out of the wall. With my thermostat I did not have a C wire designated but I did have 4 unused colored wires in the bundle that were tucked back into the wall. Pick one of the wires to become the C wire. I chose the blue wire as it is the most common choice for C. Now turn your power off to your furnance and open the side panel. Look at your motherboard and you will see all the connection screws that are the same as the thermostat such as W,Y,G, R, RC ..etc. There should be a C terminal as well. In my case, I had a red wire already connected to the board C terminal that was connected to R and RC at the thermostat. It does not matter as the new wire will also be connected to the C terminal. Find the wire bundle coming from the thermostat into the furnace. You will see some of the wires already connected to the board and some that are not connected to anything. In my case, I stripped the blue wire that was unused and connected it to the C terminal. It does not matter if there is already another wire connected to C. That is it. You now have a blue C wire and do not need to pay for the adapter or use batteries to keep power to the thermostat. The other colors that were connected to my old thermostat such as G,Y,W,R,RC were connected the same terminals on the Amazon thermostat.",smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_practical_advice
14,19,17891,0.10883787505861546,0.8473853004869408,7fFlhX-8mv8,UgxEZv3upHcP3t4Mhoh4AaABAg,"My actual thermostat don't have the blue wire, could that be a porblem?",smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
14,20,22182,0.10836406085610593,0.7765931319510382,IbQjqDJ2Vuo,Ugyfh9x1KQStTCXI6X14AaABAg,"hi. i followed your instruction but for some reason i only have heat mode, no a/c mode. do you know why? I only have four wires but i used to have a nest and the four wires worked but on the amazon thermostat it doesnt show the a/c....? thank you green wire at G blue wire at C white wire at W Red wire at R",smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
15,1,15773,0.2593532411705646,0.7366057441327352,ejubOh5tegY,UgxV7p4zaoB6Ky2bm8l4AaABAg,Where is the vapour barrier ?,loft_roof_insulation,installer_tradesperson,project_walkthrough,theme_question_request
15,2,1052,0.2162930425760029,1.0,MzSCf_LkyNw,Ugx2woGFrJo9sGbHP2R4AaABAg,No vapour barrier too!,loft_roof_insulation,installer_tradesperson,how_to_installation_demo,theme_damp_moisture_condensation
15,3,1702,0.2162930425760029,1.0,35kJvNW81pU,UgzlgFRE18j-JvYr06t4AaABAg,No vapour barrier,floor_insulation,builder_contractor,how_to_installation_demo,theme_damp_moisture_condensation
15,4,34359,0.2162930425760029,1.0,AlVATirl5ac,UgyDtMU-EVGyUgMPHlt4AaABAg,No vapour barrier?,internal_wall_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_damp_moisture_condensation
15,5,33273,0.2162930425760029,1.0,63bv_a9jOBs,UgwO1xvkkn45-2mVLHd4AaABAg,No vapour barrier on top?,damp_condensation_moisture,installer_tradesperson,how_to_installation_demo,theme_damp_moisture_condensation
15,6,30950,0.2162930425760029,1.0,KJava-6Slu8,UgzNieLkm6sjVKQl6D94AaABAg,No vapour barrier?,internal_wall_insulation,builder_contractor,how_to_installation_demo,theme_damp_moisture_condensation
15,7,29669,0.2118342868893608,1.0,YS6NzCAG4l8,Ugx8GiwZiYXJIZpQ1FF4AaABAg,Any links to the vapour barrier,loft_roof_insulation,builder_contractor,how_to_installation_demo,theme_damp_moisture_condensation
15,8,10810,0.21148081377890207,0.7631769387298702,HCo8nWzfFVc,UgweX3zao0ah-0U46uh4AaABAg,Do you have a subfloor? What about a vapour barrier?,damp_condensation_moisture,diy_renovator_homeowner,practical_advice_explainer,theme_question_request
15,9,16720,0.21064640535869517,0.7629293710972379,KltU08BK7Oc,UgxFkB7qDHX4PsWvAMp4AaABAg,I would put vapor barrier on the ground itself,floor_insulation,training_educational,practical_advice_explainer,theme_damp_moisture_condensation
15,10,15617,0.20877401879698,0.9377557159337545,M5tyd3ayt80,Ugw3a8MQzPJ0JL4M5qx4AaABAg,OSB is like a vapor barrier,damp_condensation_moisture,training_educational,practical_advice_explainer,theme_damp_moisture_condensation
15,11,30033,0.20855128183480667,0.885744476305007,VwUjkSjllPs,Ugwjrs3WWrF8ZWUuAMZ4AaABAg,Is the air barrier in this case also a vapor barrier?,external_wall_insulation,builder_contractor,how_to_installation_demo,theme_question_request
15,12,36918,0.20651906459261782,1.0,xWRLCWmqT50,UgzrqXaV4NWomiqz9hx4AaABAg,So u screw into the vapor barrier?,loft_roof_insulation,builder_contractor,practical_advice_explainer,theme_damp_moisture_condensation
15,13,37530,0.20212342346216605,0.8953137649829417,tu1st66use4,Ugz2w2XRq6-ZI4OkLQ14AaABAg,"isn't a ""breathable vapour barrier"" not a vapour barrier?",internal_wall_insulation,training_educational,practical_advice_explainer,theme_damp_moisture_condensation
15,14,34071,0.20094737379069386,0.763150551173932,EOAm2mlzfTg,Ugyw9cX-NYDycfBM2C54AaABAg,"What type of vapour barrier you recommend for a warm flat roof, breathable vapour barrier or airtight vapour barrier?",damp_condensation_moisture,builder_contractor,how_to_installation_demo,theme_question_request
